VALUE,LCZ1,latitude,longitude
"22.19000000,""12"",6.83,3.31"
"25.07000000,""6"",6.44,3.35"
"22.21000000,""11"",6.83,3.30"
"nan,""10"",6.44,3.38"
"21.91000000,""9"",6.83,3.33"
"24.57000000,""10"",6.44,3.37"
"22.21000000,""11"",6.83,3.32"
"23.19000000,""12"",6.83,3.13"
"22.99000000,""12"",6.83,3.12"
"22.73000000,""12"",6.83,3.15"
"22.89000000,""12"",6.83,3.14"
"22.01000000,""12"",6.83,3.09"
"21.99000000,""12"",6.83,3.08"
"22.45000000,""14"",6.83,3.11"
"22.09000000,""12"",6.83,3.10"
"24.89000000,""6"",6.83,3.20"
"24.89000000,""6"",6.83,3.19"
"24.29000000,""9"",6.83,3.22"
"24.37000000,""6"",6.83,3.21"
"23.31000000,""12"",6.83,3.16"
"22.65000000,""12"",6.83,3.15"
"24.77000000,""6"",6.83,3.18"
"23.79000000,""9"",6.83,3.17"
"22.31000000,""9"",6.81,3.73"
"21.37000000,""11"",6.81,3.70"
"21.51000000,""11"",6.81,3.69"
"21.51000000,""12"",6.81,3.72"
"21.45000000,""11"",6.81,3.71"
"24.13000000,""9"",6.43,3.65"
"22.33000000,""9"",6.81,3.60"
"23.83000000,""9"",6.43,3.64"
"22.21000000,""9"",6.81,3.59"
"23.29000000,""9"",6.43,3.67"
"22.37000000,""6"",6.81,3.61"
"24.15000000,""9"",6.43,3.66"
"22.19000000,""12"",6.81,3.60"
"nan,""9"",6.43,3.61"
"22.19000000,""11"",6.81,3.56"
"nan,""9"",6.43,3.60"
"22.31000000,""11"",6.81,3.55"
"24.09000000,""9"",6.43,3.63"
"22.03000000,""11"",6.81,3.58"
"24.23000000,""9"",6.43,3.62"
"22.13000000,""11"",6.81,3.57"
nan,,6.43,3.72
"21.99000000,""12"",6.81,3.67"
nan,,6.43,3.71
"22.55000000,""6"",6.81,3.66"
"21.57000000,""11"",6.81,3.69"
nan,,6.43,3.73
"21.71000000,""12"",6.81,3.68"
nan,,6.43,3.69
"22.71000000,""9"",6.81,3.63"
"23.33000000,""9"",6.43,3.68"
"22.57000000,""8"",6.81,3.62"
nan,,6.43,3.70
"23.19000000,""6"",6.81,3.65"
nan,,6.43,3.69
"23.45000000,""9"",6.81,3.64"
"24.19000000,""6"",6.43,3.51"
"23.61000000,""8"",6.81,3.45"
"24.21000000,""6"",6.43,3.50"
"24.07000000,""6"",6.81,3.44"
"23.91000000,""3"",6.43,3.52"
"22.63000000,""6"",6.81,3.47"
"23.91000000,""6"",6.43,3.51"
"23.29000000,""6"",6.81,3.46"
"23.95000000,""3"",6.43,3.47"
"23.87000000,""6"",6.81,3.42"
"23.67000000,""3"",6.43,3.46"
"23.51000000,""6"",6.81,3.41"
"24.23000000,""8"",6.43,3.49"
"24.29000000,""7"",6.81,3.43"
"23.99000000,""3"",6.43,3.48"
"24.33000000,""6"",6.81,3.42"
"23.85000000,""9"",6.43,3.58"
"22.61000000,""12"",6.81,3.52"
"23.71000000,""9"",6.43,3.57"
"22.53000000,""9"",6.81,3.51"
"nan,""9"",6.43,3.60"
"22.39000000,""11"",6.81,3.54"
"24.03000000,""6"",6.43,3.59"
"22.53000000,""11"",6.81,3.53"
"23.67000000,""16"",6.43,3.54"
"22.15000000,""14"",6.81,3.49"
"nan,""9"",6.43,3.53"
"22.37000000,""9"",6.81,3.48"
"23.61000000,""6"",6.43,3.56"
"22.39000000,""12"",6.81,3.51"
"23.67000000,""6"",6.43,3.55"
"22.31000000,""12"",6.81,3.50"
"nan,""14"",6.43,3.36"
"22.91000000,""12"",6.81,3.31"
"24.13000000,""17"",6.43,3.35"
"23.43000000,""9"",6.81,3.30"
"23.97000000,""14"",6.43,3.38"
"22.35000000,""11"",6.81,3.33"
"23.65000000,""14"",6.43,3.37"
"22.53000000,""11"",6.81,3.32"
"24.63000000,""9"",6.43,3.33"
"24.25000000,""9"",6.81,3.27"
"24.71000000,""14"",6.43,3.32"
"24.37000000,""9"",6.81,3.26"
"nan,""8"",6.43,3.34"
"24.03000000,""9"",6.81,3.29"
"nan,""8"",6.43,3.33"
"24.21000000,""9"",6.81,3.28"
"23.95000000,""8"",6.43,3.43"
"21.77000000,""11"",6.81,3.38"
"25.13000000,""3"",6.43,3.42"
"22.09000000,""12"",6.81,3.37"
"23.61000000,""3"",6.43,3.45"
"22.83000000,""9"",6.81,3.40"
"23.69000000,""3"",6.43,3.44"
"21.85000000,""13"",6.81,3.39"
"nan,""14"",6.43,3.40"
"21.83000000,""12"",6.81,3.34"
"24.07000000,""8"",6.43,3.39"
"22.19000000,""9"",6.81,3.33"
"24.79000000,""3"",6.43,3.42"
"22.17000000,""9"",6.81,3.36"
"24.79000000,""8"",6.43,3.41"
"21.77000000,""11"",6.81,3.35"
"23.97000000,""11"",6.43,3.22"
"23.33000000,""9"",6.81,3.16"
"24.03000000,""14"",6.43,3.21"
"23.21000000,""9"",6.81,3.15"
"23.89000000,""14"",6.43,3.24"
"24.45000000,""6"",6.81,3.18"
"23.95000000,""11"",6.43,3.23"
"23.51000000,""9"",6.81,3.17"
"23.87000000,""11"",6.43,3.18"
"23.15000000,""9"",6.81,3.13"
"23.97000000,""14"",6.43,3.17"
"23.27000000,""9"",6.81,3.12"
"23.85000000,""11"",6.43,3.20"
"23.27000000,""9"",6.81,3.15"
"23.75000000,""9"",6.43,3.19"
"23.17000000,""9"",6.81,3.14"
"24.13000000,""11"",6.43,3.29"
"24.21000000,""9"",6.81,3.24"
"24.17000000,""14"",6.43,3.28"
"24.17000000,""9"",6.81,3.23"
"24.63000000,""11"",6.43,3.31"
"24.21000000,""9"",6.81,3.25"
"24.17000000,""11"",6.43,3.30"
"24.17000000,""14"",6.81,3.24"
"nan,""17"",6.43,3.25"
"24.87000000,""6"",6.81,3.20"
"24.05000000,""17"",6.43,3.24"
"24.69000000,""3"",6.81,3.19"
"24.39000000,""14"",6.43,3.27"
"24.63000000,""6"",6.81,3.22"
"24.29000000,""17"",6.43,3.26"
"24.79000000,""6"",6.81,3.21"
"23.13000000,""9"",6.43,3.07"
"22.45000000,""12"",6.81,3.02"
"23.53000000,""14"",6.43,3.06"
"22.51000000,""12"",6.81,3.01"
"23.27000000,""11"",6.43,3.09"
"21.91000000,""12"",6.81,3.04"
"23.15000000,""11"",6.43,3.08"
"22.17000000,""12"",6.81,3.03"
"23.49000000,""14"",6.43,3.04"
"22.95000000,""12"",6.81,2.98"
"23.73000000,""9"",6.43,3.03"
"22.27000000,""12"",6.81,2.97"
"23.59000000,""12"",6.43,3.06"
"22.43000000,""12"",6.81,3.00"
"23.67000000,""9"",6.43,3.05"
"22.71000000,""12"",6.81,2.99"
"23.81000000,""9"",6.43,3.15"
"22.31000000,""14"",6.81,3.09"
"23.73000000,""17"",6.43,3.14"
"22.21000000,""12"",6.81,3.08"
"23.69000000,""11"",6.43,3.16"
"23.17000000,""14"",6.81,3.11"
"23.75000000,""14"",6.43,3.15"
"22.43000000,""14"",6.81,3.10"
"23.43000000,""11"",6.43,3.11"
"21.97000000,""12"",6.81,3.06"
"23.41000000,""11"",6.43,3.10"
"21.67000000,""12"",6.81,3.05"
"23.71000000,""17"",6.43,3.13"
"22.05000000,""12"",6.81,3.07"
"23.69000000,""14"",6.43,3.12"
"22.01000000,""12"",6.81,3.06"
"24.15000000,""9"",6.43,2.93"
"24.19000000,""9"",6.43,2.92"
"24.13000000,""9"",6.43,2.95"
"22.03000000,""12"",6.81,2.89"
"23.95000000,""9"",6.43,2.94"
"24.51000000,""6"",6.43,2.89"
"24.15000000,""9"",6.43,2.91"
"24.31000000,""9"",6.43,2.90"
"24.37000000,""9"",6.43,3.00"
"22.45000000,""12"",6.81,2.95"
"24.23000000,""9"",6.43,2.99"
"22.29000000,""12"",6.81,2.94"
"23.97000000,""9"",6.43,3.02"
"22.41000000,""12"",6.81,2.97"
"24.53000000,""9"",6.43,3.01"
"22.51000000,""12"",6.81,2.96"
"24.25000000,""9"",6.43,2.97"
"21.97000000,""11"",6.81,2.91"
"24.25000000,""9"",6.43,2.96"
"21.89000000,""12"",6.81,2.90"
"24.13000000,""9"",6.43,2.98"
"22.13000000,""12"",6.81,2.93"
"24.25000000,""9"",6.43,2.97"
"22.15000000,""9"",6.81,2.92"
"nan,""17"",6.41,3.25"
"21.59000000,""12"",6.82,3.72"
"nan,""17"",6.41,3.24"
"21.55000000,""12"",6.82,3.71"
"nan,""14"",6.41,3.27"
"nan,""17"",6.41,3.26"
"21.75000000,""11"",6.82,3.73"
"24.27000000,""17"",6.41,3.22"
"21.57000000,""11"",6.82,3.69"
"nan,""17"",6.41,3.21"
"21.83000000,""9"",6.82,3.68"
"nan,""9"",6.41,3.24"
"21.43000000,""11"",6.82,3.70"
"nan,""17"",6.41,3.23"
"21.51000000,""11"",6.82,3.69"
"nan,""14"",6.41,3.33"
"nan,""9"",6.41,3.32"
"nan,""14"",6.41,3.34"
"nan,""9"",6.41,3.33"
"nan,""17"",6.41,3.29"
"nan,""14"",6.41,3.28"
"nan,""9"",6.41,3.31"
"nan,""9"",6.41,3.30"
"24.61000000,""14"",6.41,3.11"
"22.09000000,""11"",6.80,3.06"
"nan,""17"",6.41,3.10"
"21.99000000,""12"",6.80,3.05"
"nan,""14"",6.41,3.13"
"22.15000000,""12"",6.80,3.07"
"nan,""17"",6.41,3.12"
"22.15000000,""12"",6.80,3.06"
"24.77000000,""17"",6.41,3.07"
"22.35000000,""12"",6.80,3.02"
"nan,""17"",6.41,3.06"
"22.71000000,""9"",6.80,3.01"
"24.27000000,""17"",6.41,3.09"
"22.21000000,""12"",6.80,3.04"
"nan,""17"",6.41,3.08"
"22.27000000,""14"",6.80,3.03"
"23.89000000,""17"",6.41,3.18"
"22.57000000,""12"",6.80,3.13"
"nan,""17"",6.41,3.17"
"22.37000000,""12"",6.80,3.12"
"24.57000000,""17"",6.41,3.20"
"23.33000000,""14"",6.80,3.15"
"24.57000000,""17"",6.41,3.19"
"22.75000000,""12"",6.80,3.14"
"24.33000000,""11"",6.41,3.15"
"22.23000000,""14"",6.80,3.09"
"24.33000000,""17"",6.41,3.14"
"22.17000000,""12"",6.80,3.08"
"23.97000000,""14"",6.41,3.16"
"22.37000000,""12"",6.80,3.11"
"24.07000000,""17"",6.41,3.15"
"22.43000000,""14"",6.80,3.10"
"24.19000000,""17"",6.41,2.97"
"22.59000000,""11"",6.80,2.91"
"nan,""17"",6.41,2.96"
"22.39000000,""11"",6.80,2.90"
"24.15000000,""9"",6.41,2.98"
"22.85000000,""12"",6.80,2.93"
"24.19000000,""17"",6.41,2.97"
"22.79000000,""12"",6.80,2.92"
"24.15000000,""9"",6.41,2.93"
"24.15000000,""17"",6.41,2.92"
"24.21000000,""17"",6.41,2.95"
"22.19000000,""12"",6.80,2.89"
"24.21000000,""14"",6.41,2.94"
"nan,""17"",6.41,3.04"
"23.45000000,""12"",6.80,2.98"
"nan,""14"",6.41,3.03"
"23.51000000,""12"",6.80,2.97"
"nan,""17"",6.41,3.06"
"22.79000000,""12"",6.80,3.00"
"24.75000000,""14"",6.41,3.05"
"23.27000000,""11"",6.80,2.99"
"nan,""17"",6.41,3.00"
"23.45000000,""12"",6.80,2.95"
"24.33000000,""17"",6.41,2.99"
"22.99000000,""11"",6.80,2.94"
"24.33000000,""14"",6.41,3.02"
"23.43000000,""12"",6.80,2.97"
"24.31000000,""17"",6.41,3.01"
"23.43000000,""12"",6.80,2.96"
"24.09000000,""17"",6.41,2.89"
"23.73000000,""17"",6.41,2.91"
"23.73000000,""17"",6.41,2.90"
"21.47000000,""11"",6.81,3.72"
"21.35000000,""12"",6.81,3.71"
"22.29000000,""9"",6.81,3.73"
nan,,6.42,3.67
"22.49000000,""12"",6.81,3.61"
nan,,6.42,3.66
"22.57000000,""9"",6.81,3.60"
nan,,6.42,3.69
"22.43000000,""9"",6.81,3.63"
nan,,6.42,3.68
"22.49000000,""9"",6.81,3.62"
nan,,6.42,3.63
"22.75000000,""11"",6.81,3.58"
nan,,6.42,3.62
"22.11000000,""11"",6.81,3.57"
nan,,6.42,3.65
"22.65000000,""9"",6.81,3.60"
nan,,6.42,3.64
"22.69000000,""6"",6.81,3.59"
"21.59000000,""11"",6.81,3.69"
nan,,6.42,3.73
"21.55000000,""11"",6.81,3.68"
"21.25000000,""11"",6.81,3.70"
"21.53000000,""11"",6.81,3.69"
nan,,6.42,3.70
"22.43000000,""9"",6.81,3.65"
nan,,6.42,3.69
"22.59000000,""9"",6.81,3.64"
nan,,6.42,3.72
"21.83000000,""11"",6.81,3.67"
nan,,6.42,3.71
"22.11000000,""9"",6.81,3.66"
nan,,6.42,3.52
"22.35000000,""9"",6.81,3.47"
nan,,6.42,3.51
"23.05000000,""6"",6.81,3.46"
nan,,6.42,3.54
"22.17000000,""9"",6.81,3.49"
nan,,6.42,3.53
"22.23000000,""14"",6.81,3.48"
nan,,6.42,3.49
"24.15000000,""6"",6.81,3.43"
nan,,6.42,3.48
"24.23000000,""6"",6.81,3.42"
nan,,6.42,3.51
"23.35000000,""3"",6.81,3.45"
nan,,6.42,3.50
"23.79000000,""6"",6.81,3.44"
nan,,6.42,3.60
"22.35000000,""11"",6.81,3.54"
nan,,6.42,3.59
"22.45000000,""12"",6.81,3.53"
nan,,6.42,3.61
"22.09000000,""11"",6.81,3.56"
nan,,6.42,3.60
"22.21000000,""11"",6.81,3.55"
nan,,6.42,3.56
"22.79000000,""12"",6.81,3.51"
nan,,6.42,3.55
"22.65000000,""9"",6.81,3.50"
nan,,6.42,3.58
"22.91000000,""9"",6.81,3.52"
nan,,6.42,3.57
"22.87000000,""9"",6.81,3.51"
"23.87000000,""14"",6.42,3.38"
"22.33000000,""11"",6.81,3.33"
"23.97000000,""6"",6.42,3.37"
"22.71000000,""11"",6.81,3.32"
nan,,6.42,3.40
"22.13000000,""11"",6.81,3.34"
"23.77000000,""17"",6.42,3.39"
"22.27000000,""9"",6.81,3.33"
"nan,""14"",6.42,3.34"
"24.01000000,""9"",6.81,3.29"
"24.11000000,""17"",6.42,3.33"
"24.29000000,""9"",6.81,3.28"
"24.09000000,""17"",6.42,3.36"
"23.09000000,""9"",6.81,3.31"
"24.13000000,""17"",6.42,3.35"
"23.63000000,""6"",6.81,3.30"
nan,,6.42,3.45
"22.89000000,""9"",6.81,3.40"
nan,,6.42,3.44
"21.85000000,""9"",6.81,3.39"
nan,,6.42,3.47
"24.23000000,""6"",6.81,3.42"
nan,,6.42,3.46
"23.41000000,""6"",6.81,3.41"
"nan,""16"",6.42,3.42"
"22.07000000,""9"",6.81,3.36"
nan,,6.42,3.41
"22.15000000,""9"",6.81,3.35"
nan,,6.42,3.43
"21.47000000,""11"",6.81,3.38"
nan,,6.42,3.42
"21.89000000,""9"",6.81,3.37"
"24.37000000,""9"",6.42,3.24"
"24.19000000,""9"",6.81,3.18"
"24.31000000,""11"",6.42,3.23"
"23.45000000,""9"",6.81,3.17"
"24.41000000,""14"",6.42,3.25"
"24.53000000,""3"",6.81,3.20"
"24.45000000,""17"",6.42,3.24"
"24.53000000,""6"",6.81,3.19"
"24.13000000,""17"",6.42,3.20"
"23.23000000,""14"",6.81,3.15"
"23.91000000,""11"",6.42,3.19"
"22.81000000,""12"",6.81,3.14"
"24.09000000,""11"",6.42,3.22"
"23.21000000,""9"",6.81,3.16"
"24.01000000,""11"",6.42,3.21"
"23.21000000,""9"",6.81,3.15"
"24.29000000,""14"",6.42,3.31"
"24.37000000,""14"",6.81,3.25"
"24.29000000,""11"",6.42,3.30"
"24.25000000,""9"",6.81,3.24"
"24.11000000,""6"",6.42,3.33"
"24.33000000,""14"",6.81,3.27"
"24.11000000,""9"",6.42,3.32"
"24.29000000,""9"",6.81,3.26"
"24.35000000,""14"",6.42,3.27"
"24.23000000,""6"",6.81,3.22"
"24.39000000,""11"",6.42,3.26"
"24.29000000,""6"",6.81,3.21"
"24.23000000,""11"",6.42,3.29"
"24.27000000,""9"",6.81,3.24"
"24.05000000,""11"",6.42,3.28"
"24.35000000,""9"",6.81,3.23"
"24.15000000,""11"",6.42,3.09"
"22.09000000,""12"",6.81,3.04"
"23.93000000,""11"",6.42,3.08"
"22.21000000,""12"",6.81,3.03"
"24.61000000,""17"",6.42,3.11"
"21.91000000,""11"",6.81,3.06"
"24.29000000,""11"",6.42,3.10"
"21.95000000,""12"",6.81,3.05"
"23.69000000,""9"",6.42,3.06"
"22.81000000,""12"",6.81,3.00"
"23.71000000,""9"",6.42,3.05"
"23.19000000,""12"",6.81,2.99"
"23.17000000,""9"",6.42,3.07"
"22.39000000,""12"",6.81,3.02"
"23.57000000,""14"",6.42,3.06"
"22.67000000,""12"",6.81,3.01"
"24.13000000,""11"",6.42,3.16"
"22.69000000,""12"",6.81,3.11"
"24.13000000,""11"",6.42,3.15"
"22.45000000,""9"",6.81,3.10"
"23.91000000,""14"",6.42,3.18"
"22.65000000,""9"",6.81,3.13"
"24.11000000,""11"",6.42,3.17"
"22.69000000,""9"",6.81,3.12"
"24.03000000,""11"",6.42,3.13"
"22.05000000,""12"",6.81,3.07"
"24.09000000,""11"",6.42,3.12"
"21.95000000,""12"",6.81,3.06"
"24.19000000,""9"",6.42,3.15"
"22.29000000,""12"",6.81,3.09"
"24.15000000,""12"",6.42,3.14"
"22.17000000,""12"",6.81,3.08"
"24.25000000,""9"",6.42,2.95"
"22.07000000,""12"",6.81,2.89"
"24.21000000,""9"",6.42,2.94"
"24.23000000,""11"",6.42,2.97"
"22.11000000,""11"",6.81,2.91"
"24.25000000,""11"",6.42,2.96"
"22.07000000,""11"",6.81,2.90"
"24.15000000,""9"",6.42,2.91"
"24.27000000,""9"",6.42,2.90"
"24.15000000,""11"",6.42,2.93"
"24.15000000,""11"",6.42,2.92"
"23.99000000,""9"",6.42,3.02"
"23.35000000,""12"",6.81,2.97"
"23.87000000,""9"",6.42,3.01"
"23.25000000,""12"",6.81,2.96"
"23.53000000,""9"",6.42,3.04"
"23.41000000,""12"",6.81,2.98"
"23.89000000,""9"",6.42,3.03"
"23.47000000,""12"",6.81,2.97"
"24.13000000,""9"",6.42,2.98"
"22.57000000,""12"",6.81,2.93"
"24.19000000,""9"",6.42,2.97"
"22.33000000,""9"",6.81,2.92"
"23.95000000,""9"",6.42,3.00"
"23.15000000,""12"",6.81,2.95"
"24.05000000,""9"",6.42,2.99"
"22.77000000,""12"",6.81,2.94"
"24.55000000,""6"",6.42,2.89"
nan,,6.40,3.70
"21.95000000,""12"",6.79,3.65"
nan,,6.40,3.69
"22.03000000,""12"",6.79,3.64"
nan,,6.40,3.72
"21.71000000,""11"",6.79,3.67"
nan,,6.40,3.71
"21.87000000,""12"",6.79,3.66"
nan,,6.40,3.67
"22.01000000,""12"",6.79,3.61"
nan,,6.40,3.66
"22.11000000,""12"",6.79,3.60"
nan,,6.40,3.69
"22.45000000,""9"",6.79,3.63"
nan,,6.40,3.68
"22.49000000,""11"",6.79,3.62"
"21.11000000,""14"",6.79,3.72"
"21.11000000,""12"",6.79,3.71"
"21.25000000,""12"",6.79,3.73"
"21.35000000,""11"",6.79,3.69"
nan,,6.40,3.73
"21.57000000,""11"",6.79,3.68"
"21.11000000,""11"",6.79,3.70"
"21.15000000,""11"",6.79,3.69"
nan,,6.40,3.56
"23.27000000,""9"",6.79,3.51"
nan,,6.40,3.55
"22.63000000,""9"",6.79,3.50"
nan,,6.40,3.58
"23.15000000,""9"",6.79,3.52"
nan,,6.40,3.57
"23.25000000,""9"",6.79,3.51"
nan,,6.40,3.52
"22.89000000,""6"",6.79,3.47"
nan,,6.40,3.51
"22.89000000,""6"",6.79,3.46"
nan,,6.40,3.54
"22.59000000,""14"",6.79,3.49"
nan,,6.40,3.53
"22.87000000,""9"",6.79,3.48"
nan,,6.40,3.63
"22.75000000,""11"",6.79,3.58"
nan,,6.40,3.62
"22.57000000,""6"",6.79,3.57"
nan,,6.40,3.65
"22.17000000,""11"",6.79,3.60"
nan,,6.40,3.64
"22.69000000,""11"",6.79,3.59"
nan,,6.40,3.60
"22.97000000,""11"",6.79,3.54"
nan,,6.40,3.59
"23.07000000,""11"",6.79,3.53"
nan,,6.40,3.61
"22.45000000,""9"",6.79,3.56"
nan,,6.40,3.60
"22.31000000,""11"",6.79,3.55"
nan,,6.40,3.42
"21.63000000,""11"",6.79,3.36"
"nan,""16"",6.40,3.41"
"21.85000000,""11"",6.79,3.35"
nan,,6.40,3.43
"21.89000000,""12"",6.79,3.38"
nan,,6.40,3.42
"21.31000000,""12"",6.79,3.37"
"24.25000000,""14"",6.40,3.38"
"22.73000000,""11"",6.79,3.33"
"24.29000000,""9"",6.40,3.37"
"23.17000000,""12"",6.79,3.32"
nan,,6.40,3.40
"22.47000000,""9"",6.79,3.34"
"24.13000000,""9"",6.40,3.39"
"22.57000000,""11"",6.79,3.33"
nan,,6.40,3.49
"23.45000000,""6"",6.79,3.43"
nan,,6.40,3.48
"23.83000000,""6"",6.79,3.42"
nan,,6.40,3.51
"23.01000000,""6"",6.79,3.45"
nan,,6.40,3.50
"23.09000000,""8"",6.79,3.44"
nan,,6.40,3.45
"23.15000000,""9"",6.79,3.40"
nan,,6.40,3.44
"22.39000000,""9"",6.79,3.39"
nan,,6.40,3.47
"24.15000000,""6"",6.79,3.42"
nan,,6.40,3.46
"23.63000000,""6"",6.79,3.41"
nan,,6.40,3.27
"24.19000000,""9"",6.79,3.22"
nan,,6.40,3.26
"24.29000000,""6"",6.79,3.21"
nan,,6.40,3.29
"24.25000000,""9"",6.79,3.24"
nan,,6.40,3.28
"24.23000000,""9"",6.79,3.23"
nan,,6.40,3.24
"23.89000000,""6"",6.79,3.18"
nan,,6.40,3.23
"23.31000000,""9"",6.79,3.17"
nan,,6.40,3.25
"24.27000000,""6"",6.79,3.20"
nan,,6.40,3.24
"24.17000000,""9"",6.79,3.19"
nan,,6.40,3.34
"24.29000000,""9"",6.79,3.29"
nan,,6.40,3.33
"24.39000000,""6"",6.79,3.28"
"nan,""9"",6.40,3.36"
"23.41000000,""9"",6.79,3.31"
"nan,""16"",6.40,3.35"
"23.91000000,""9"",6.79,3.30"
nan,,6.40,3.31
"24.39000000,""9"",6.79,3.25"
nan,,6.40,3.30
"24.41000000,""9"",6.79,3.24"
nan,,6.40,3.33
"24.29000000,""9"",6.79,3.27"
nan,,6.40,3.32
"24.35000000,""9"",6.79,3.26"
nan,,6.40,3.13
"22.07000000,""12"",6.79,3.07"
nan,,6.40,3.12
"22.23000000,""14"",6.79,3.06"
nan,,6.40,3.15
"22.47000000,""14"",6.79,3.09"
nan,,6.40,3.14
"22.31000000,""12"",6.79,3.08"
nan,,6.40,3.09
"22.31000000,""12"",6.79,3.04"
24.35000000,,6.40,3.08
"22.33000000,""12"",6.79,3.03"
nan,,6.40,3.11
"22.11000000,""12"",6.79,3.06"
nan,,6.40,3.10
"21.97000000,""14"",6.79,3.05"
nan,,6.40,3.20
"23.29000000,""14"",6.79,3.15"
nan,,6.40,3.19
"22.99000000,""12"",6.79,3.14"
nan,,6.40,3.22
"22.85000000,""9"",6.79,3.16"
nan,,6.40,3.21
"23.13000000,""14"",6.79,3.15"
nan,,6.40,3.16
"22.37000000,""12"",6.79,3.11"
nan,,6.40,3.15
"22.41000000,""12"",6.79,3.10"
nan,,6.40,3.18
"22.53000000,""12"",6.79,3.13"
nan,,6.40,3.17
"22.29000000,""12"",6.79,3.12"
"24.61000000,""17"",6.40,2.98"
"22.99000000,""12"",6.79,2.93"
"nan,""17"",6.40,2.97"
"22.91000000,""12"",6.79,2.92"
"24.79000000,""17"",6.40,3.00"
"23.09000000,""12"",6.79,2.95"
"24.79000000,""9"",6.40,2.99"
"22.99000000,""12"",6.79,2.94"
"nan,""9"",6.40,2.95"
"22.25000000,""11"",6.79,2.89"
"nan,""14"",6.40,2.94"
"24.75000000,""17"",6.40,2.97"
"22.25000000,""9"",6.79,2.91"
"nan,""9"",6.40,2.96"
"22.23000000,""11"",6.79,2.90"
24.73000000,,6.40,3.06
"22.55000000,""12"",6.79,3.00"
24.75000000,,6.40,3.05
"23.19000000,""12"",6.79,2.99"
24.63000000,,6.40,3.07
"22.29000000,""12"",6.79,3.02"
24.79000000,,6.40,3.06
"22.45000000,""12"",6.79,3.01"
"24.43000000,""17"",6.40,3.02"
"23.21000000,""12"",6.79,2.97"
"nan,""17"",6.40,3.01"
"23.15000000,""12"",6.79,2.96"
"24.75000000,""14"",6.40,3.04"
"23.19000000,""12"",6.79,2.98"
"nan,""9"",6.40,3.03"
"23.19000000,""12"",6.79,2.97"
"23.73000000,""9"",6.40,2.91"
"nan,""9"",6.40,2.90"
"nan,""14"",6.40,2.93"
"nan,""9"",6.40,2.92"
"nan,""9"",6.40,2.89"
"21.83000000,""12"",6.80,3.73"
nan,,6.41,3.69
"22.37000000,""9"",6.80,3.63"
nan,,6.41,3.68
"22.45000000,""8"",6.80,3.62"
nan,,6.41,3.70
"22.15000000,""9"",6.80,3.65"
nan,,6.41,3.69
"22.19000000,""9"",6.80,3.64"
nan,,6.41,3.65
"22.11000000,""12"",6.80,3.60"
nan,,6.41,3.64
"22.55000000,""11"",6.80,3.59"
nan,,6.41,3.67
"22.17000000,""9"",6.80,3.61"
nan,,6.41,3.66
"22.13000000,""12"",6.80,3.60"
"21.09000000,""11"",6.80,3.70"
"21.43000000,""12"",6.80,3.69"
"21.35000000,""12"",6.80,3.72"
"21.21000000,""12"",6.80,3.71"
nan,,6.41,3.72
"21.93000000,""11"",6.80,3.67"
nan,,6.41,3.71
"22.11000000,""9"",6.80,3.66"
"21.49000000,""11"",6.80,3.69"
nan,,6.41,3.73
"21.63000000,""11"",6.80,3.68"
nan,,6.41,3.54
"22.35000000,""9"",6.80,3.49"
nan,,6.41,3.53
"22.37000000,""9"",6.80,3.48"
nan,,6.41,3.56
"22.63000000,""12"",6.80,3.51"
nan,,6.41,3.55
"22.55000000,""12"",6.80,3.50"
nan,,6.41,3.51
"23.05000000,""9"",6.80,3.45"
nan,,6.41,3.50
"23.29000000,""6"",6.80,3.44"
nan,,6.41,3.52
"22.37000000,""6"",6.80,3.47"
nan,,6.41,3.51
"22.77000000,""6"",6.80,3.46"
nan,,6.41,3.61
"22.23000000,""11"",6.80,3.56"
nan,,6.41,3.60
"22.17000000,""11"",6.80,3.55"
nan,,6.41,3.63
"22.71000000,""6"",6.80,3.58"
nan,,6.41,3.62
"22.33000000,""12"",6.80,3.57"
nan,,6.41,3.58
"22.91000000,""9"",6.80,3.52"
nan,,6.41,3.57
"23.11000000,""9"",6.80,3.51"
nan,,6.41,3.60
"22.27000000,""11"",6.80,3.54"
nan,,6.41,3.59
"22.31000000,""12"",6.80,3.53"
nan,,6.41,3.40
"22.39000000,""9"",6.80,3.34"
"24.11000000,""16"",6.41,3.39"
"22.51000000,""11"",6.80,3.33"
nan,,6.41,3.42
"21.77000000,""11"",6.80,3.36"
"nan,""16"",6.41,3.41"
"21.93000000,""9"",6.80,3.35"
"nan,""17"",6.41,3.36"
"23.19000000,""9"",6.80,3.31"
"nan,""17"",6.41,3.35"
"23.65000000,""9"",6.80,3.30"
"24.17000000,""6"",6.41,3.38"
"22.57000000,""11"",6.80,3.33"
"24.19000000,""17"",6.41,3.37"
"22.95000000,""11"",6.80,3.32"
nan,,6.41,3.47
"24.21000000,""6"",6.80,3.42"
nan,,6.41,3.46
"23.43000000,""6"",6.80,3.41"
nan,,6.41,3.49
"23.95000000,""6"",6.80,3.43"
nan,,6.41,3.48
"24.09000000,""6"",6.80,3.42"
nan,,6.41,3.43
"21.73000000,""9"",6.80,3.38"
nan,,6.41,3.42
"21.67000000,""13"",6.80,3.37"
nan,,6.41,3.45
"22.97000000,""9"",6.80,3.40"
nan,,6.41,3.44
"22.21000000,""11"",6.80,3.39"
